movieId,title,genres,Main_director,Duration
7238,Ashes and Diamonds (Popiól i diament) (1958),Drama|War,Andrzej Wajda,1h 43min
7243,Intolerance: Love's Struggle Throughout the Ages (1916),Drama,D.W. Griffith,2h 43min
7245,Tormented (1960),Horror|Thriller,Bert I. Gordon,1h 15min
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical,Ken Hughes,2h 24min
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",Action|Adventure|Drama|War,Chatrichalerm Yukol,3h 5min
7251,Where the Day Takes You (1992),Drama,Marc Rocco,1h 45min
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,Eric Bress,1h 53min
7255,Win a Date with Tad Hamilton! (2004),Comedy|Romance,Robert Luketic,1h 36min
7256,Touching the Void (2003),Adventure|Documentary,Kevin Macdonald,1h 46min
7257,"Big Bounce, The (2004)",Comedy|Crime|Thriller,George Armitage,1h 28min
7258,"Perfect Score, The (2004)",Comedy|Crime,Brian Robbins,1h 33min
7259,You Got Served (2004),Drama|Musical,Chris Stokes,1h 35min
7260,Latter Days (2003),Comedy|Drama|Romance,C. Jay Cox,1h 47min
7261,Barbershop 2: Back in Business (2004),Comedy,Kevin Rodney Sullivan,1h 46min
7262,Catch That Kid (2004),Action|Adventure|Children|Comedy|Crime,Bart Freundlich,1h 31min
7263,Miracle (2004),Drama,Gavin O'Connor,2h 15min
7264,An Amazing Couple (2002),Comedy|Romance,Lucas Belvaux,1h 37min
7265,"Dreamers, The (2003)",Drama,Bernardo Bertolucci,1h 55min
7266,"Lost Skeleton of Cadavra, The (2002)",Comedy|Horror|Sci-Fi,Larry Blamire,1h 30min
7282,"Hip Hop Witch, Da (2000)",Comedy|Horror|Thriller,Dale Resteghini,1h 30min
7285,Thirteen (2003),Drama,Catherine Hardwicke,1h 40min
7292,Best Defense (1984),Comedy|War,Willard Huyck,1h 34min
7293,50 First Dates (2004),Comedy|Romance,Peter Segal,1h 39min
7294,Welcome to Mooseport (2004),Comedy,Donald Petrie,1h 50min
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,Bent Hamer,1h 35min
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,François Dupeyron,1h 36min
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),Drama,Robert Bresson,1h 55min
7302,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy,Raoul Walsh,2h 35min
7303,The Diary of Anne Frank (1959),Drama|War,George Stevens,3h
7304,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical,Bruno Bozzetto,1h 25min
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller,Bob Rafelson,1h 42min
7306,"Herod's Law (Ley de Herodes, La) (2000)",Comedy|Crime|Mystery,Luis Estrada,2h
7307,Flesh & Blood (1985),Action|Adventure|Drama|War,Paul Verhoeven,2h 6min
7308,King Solomon's Mines (1985),Adventure|Comedy,J. Lee Thompson,1h 40min
7310,Raw Deal (1986),Action,John Irvin,1h 46min
7311,"Goodbye, Mr. Chips (1939)",Drama|Romance,Sam Wood,1h 54min
7312,"Follow Me, Boys! (1966)",Comedy|Drama,Norman Tokar,2h 11min
7315,Against the Ropes (2004),Comedy|Drama,Charles S. Dutton,1h 50min
7316,Confessions of a Teenage Drama Queen (2004),Comedy,Sara Sugarman,1h 29min
7317,EuroTrip (2004),Adventure|Comedy,Jeff Schaffer,1h 32min
7318,"Passion of the Christ, The (2004)",Drama,Mel Gibson,2h 7min
7319,Club Dread (2004),Comedy|Horror,Jay Chandrasekhar,1h 44min
7320,Dirty Dancing: Havana Nights (2004),Romance,Guy Ferland,1h 26min
7321,Twisted (2004),Thriller,Philip Kaufman,1h 37min
7323,"Good bye, Lenin! (2003)",Comedy|Drama,Wolfgang Becker,2h 1min
7324,Hidalgo (2004),Adventure|Drama,Joe Johnston,2h 16min
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,Todd Phillips,1h 41min
7326,"Reckoning, The (2004)",Crime|Drama,Paul McGuigan,1h 52min
7327,Persona (1966),Drama,Ingmar Bergman,1h 25min
7328,"Passion of Anna, The (Passion, En) (1969)",Drama,Ingmar Bergman,1h 41min
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,Henri-Georges Clouzot,1h 32min
7335,Pickup on South Street (1953),Film-Noir,Samuel Fuller,1h 20min
7336,"Damned, The (La Caduta degli dei) (1969)",Drama|War,Luchino Visconti,2h 36min
7340,Just One of the Guys (1985),Comedy,Lisa Gottlieb,1h 40min
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime,Cliff Owen,1h 34min
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,Kevin Allen,1h 40min
7346,"Girl Next Door, The (2004)",Comedy|Romance,Luke Greenfield,1h 49min
7347,Secret Window (2004),Mystery|Thriller,David Koepp,1h 36min
7348,Spartan (2004),Thriller,David Mamet,1h 46min
7349,Broken Wings (Knafayim Shvurot) (2002),Drama,Nir Bergman,1h 27min
7352,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,Lone Scherfig,1h 51min
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance,John McNaughton,1h 37min
7357,Peyton Place (1957),Drama|Romance,Mark Robson,2h 37min
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,Zack Snyder,1h 41min
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,Michel Gondry,1h 48min
7362,Taking Lives (2004),Crime|Drama|Thriller,D.J. Caruso,1h 43min
7364,Intermission (2003),Comedy|Crime|Drama,John Crowley,1h 45min
7366,Jersey Girl (2004),Comedy|Drama|Romance,Kevin Smith,1h 42min
7367,"Ladykillers, The (2004)",Comedy|Crime,Ethan Coen,1h 44min
7368,Never Die Alone (2004),Crime|Drama|Thriller,Ernest R. Dickerson,1h 28min
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery,Raja Gosnell,1h 33min
7371,Dogville (2003),Drama|Mystery|Thriller,Lars von Trier,2h 58min
7372,Ned Kelly (2003),Drama,Gregor Jordan,1h 50min
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,Guillermo del Toro,2h 2min
7375,"Prince & Me, The (2004)",Comedy|Romance,Martha Coolidge,1h 51min
7376,Walking Tall (2004),Action,Kevin Bray,1h 26min
7377,"United States of Leland, The (2003)",Crime|Drama,Matthew Ryan Hoge,1h 48min
7379,The Alamo (2004),Drama|War|Western,John Lee Hancock,2h 17min
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance,Tommy O'Haver,1h 36min
7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,Howard Deutch,1h 38min
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,Gabriele Salvatores,1h 48min
7386,"Ten Commandments, The (1956)",Adventure|Drama,Cecil B. DeMille,3h 40min
7387,Dawn of the Dead (1978),Action|Drama|Horror,George A. Romero,2h 7min
7390,Prey for Rock & Roll (2003),Drama|Musical,Alex Steyermark,1h 44min
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Adventure|Comedy,Ken Annakin,2h 18min
7395,Cheaper by the Dozen (1950),Comedy|Drama,Walter Lang,1h 26min
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama,Liv Ullmann,4h 43min
7411,Munchies (1987),Comedy|Horror,Tina Hirsch,1h 23min
7414,Going in Style (1979),Comedy|Drama,Martin Brest,1h 37min
7419,After Hours (1985),Comedy|Thriller,Martin Scorsese,1h 37min
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,Quentin Tarantino,2h 17min
7439,"Punisher, The (2004)",Action|Crime|Thriller,Jonathan Hensleigh,2h 4min
7440,Paper Clips (2004),Documentary,Elliot Berlin,1h 22min
7443,This So-Called Disaster (2003),Documentary,Michael Almereyda,1h 29min
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,Gary Winick,1h 38min
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,Tony Scott,2h 26min
7448,Envy (2004),Comedy,Barry Levinson,1h 39min
7449,Godsend (2004),Drama|Horror|Thriller,Nick Hamm,1h 42min
7450,Laws of Attraction (2004),Comedy|Romance,Peter Howitt,1h 30min
7451,Mean Girls (2004),Comedy,Mark Waters,1h 37min
7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,Stephen Sommers,2h 11min
7455,"Mudge Boy, The (2003)",Drama,Michael Burke,1h 34min
7457,Breakin' All the Rules (2004),Comedy|Romance,Daniel Taplitz,1h 25min
7458,Troy (2004),Action|Adventure|Drama|War,Wolfgang Petersen,2h 43min
7459,Carandiru (2003),Crime|Drama,Hector Babenco,2h 25min
7460,Coffee and Cigarettes (2003),Comedy|Drama,Jim Jarmusch,1h 35min
7477,Eye See You (D-Tox) (2002),Horror|Thriller,Jim Gillespie,1h 36min
7479,Watch on the Rhine (1943),Drama,Herman Shumlin,1h 54min
7481,Enemy Mine (1985),Adventure|Drama|Sci-Fi,Wolfgang Petersen,1h 48min
7482,Enter the Dragon (1973),Action|Crime,Robert Clouse,1h 42min
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drama|Romance,Kar-Wai Wong,1h 36min
7487,Henry & June (1990),Drama,Philip Kaufman,2h 16min
7492,Martin (1977),Drama|Horror,George A. Romero,1h 35min
7493,"Three Faces of Eve, The (1957)",Drama,Nunnally Johnson,1h 31min
7541,100 Girls (2000),Comedy|Romance,Michael Davis,1h 34min
7560,Fail-Safe (1964),Drama|Thriller|War,Sidney Lumet,1h 52min
7561,Paperhouse (1988),Fantasy|Horror|Thriller,Bernard Rose,1h 32min
7562,Dobermann (1997),Action|Crime,Jan Kounen,1h 43min
7564,Kwaidan (Kaidan) (1964),Horror,Masaki Kobayashi,3h 3min
7566,28 Up (1985),Documentary,Michael Apted,2h 16min
7569,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller,Lewis Gilbert,1h 57min
7570,Octopussy (1983),Action|Adventure|Thriller,John Glen,2h 11min
7572,Wit (2001),Drama,Mike Nichols,1h 39min
7573,Never Say Never Again (1983),Action|Adventure|Thriller,Irvin Kershner,2h 14min
7579,Pride and Prejudice (1940),Comedy|Drama|Romance,Robert Z. Leonard,1h 58min
7581,"Fountainhead, The (1949)",Drama,King Vidor,1h 54min
7584,Woman of the Year (1942),Comedy|Romance,George Stevens,1h 54min
7587,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller,Jean-Pierre Melville,1h 45min
7614,Oklahoma! (1955),Musical|Romance|Western,Fred Zinnemann,2h 25min
7615,Desert Hearts (1985),Drama,Donna Deitch,1h 31min
7616,Body Double (1984),Mystery|Thriller,Brian De Palma,1h 54min
7618,Chaplin (1992),Drama,Richard Attenborough,2h 23min
7619,"Miracle Worker, The (1962)",Drama,Arthur Penn,1h 46min
7620,Monster in a Box (1992),Comedy|Drama,Nick Broomfield,1h 27min
7624,School Ties (1992),Drama,Robert Mandel,1h 46min
7636,Raising Cain (1992),Horror|Thriller,Brian De Palma,1h 32min
7646,Rose Red (2002),Horror|Mystery|Thriller,Nancy Travis,4h 14min
7647,Noises Off... (1992),Comedy,Peter Bogdanovich,1h 41min
7649,Babylon 5: In the Beginning (1998),Adventure|Sci-Fi,Michael Vejar,1h 34min
7650,"Witchfinder General (Conquerer Worm, The) (1968)",Horror,Michael Reeves,1h 26min
7657,Versus (2000),Action|Comedy|Fantasy|Horror,Ryûhei Kitamura,1h 59min
7669,Pride and Prejudice (1995),Drama|Romance,Colin Firth,5h 27min
7698,"China Syndrome, The (1979)",Drama|Thriller,James Bridges,2h 2min
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller,Henri-Georges Clouzot,2h 11min
7701,Look Who's Talking Too (1990),Comedy|Romance,Amy Heckerling,1h 21min
7702,"Bells of St. Mary's, The (1945)",Drama,Leo McCarey,2h 6min
7704,"Delta Force, The (1986)",Action,Menahem Golan,2h 5min
7705,Pat and Mike (1952),Comedy|Romance,George Cukor,1h 35min
7706,Animal Crackers (1930),Comedy|Musical,Victor Heerman,1h 37min
7707,"He Said, She Said (1991)",Comedy|Drama|Romance,Ken Kwapis,1h 55min
7708,Bedazzled (1967),Comedy|Fantasy,Stanley Donen,1h 43min
7713,Cat People (1942),Drama|Horror|Romance|Thriller,Jacques Tourneur,1h 13min
7714,Camelot (1967),Drama|Musical|Romance,Joshua Logan,2h 59min
7716,"Lonely Guy, The (1984)",Comedy,Arthur Hiller,1h 30min
7720,"Four Musketeers, The (1974)",Action|Adventure|Comedy|Romance,Richard Lester,1h 48min
7727,Protocol (1984),Comedy,Herbert Ross,1h 36min
7728,"Postman Always Rings Twice, The (1946)",Crime|Drama|Film-Noir|Thriller,Tay Garnett,1h 53min
7730,Matinee (1993),Comedy|Drama,Joe Dante,1h 39min
7742,Baxter (1989),Drama|Horror,Jérôme Boivin,1h 22min
7743,Explorers (1985),Adventure|Children|Sci-Fi,Joe Dante,1h 49min
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama,Anh Hung Tran,1h 44min
7748,Pierrot le fou (1965),Crime|Drama,Jean-Luc Godard,1h 50min
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama,Jean-Luc Godard,1h 45min
7753,Tuesdays with Morrie (1999),Drama,Mick Jackson,1h 29min
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War,Sergei M. Eisenstein,1h 52min
7757,Jason and the Argonauts (1963),Action|Adventure|Fantasy,Don Chaffey,1h 44min
7762,"Tinker, Tailor, Soldier, Spy (1979)",Drama|Thriller,Alec Guinness,4h 50min
7766,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War,Akira Kurosawa,1h 50min
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama,Marco Tullio Giordana,6h 6min
7772,Undercurrent (1946),Film-Noir|Thriller,Vincente Minnelli,1h 56min
7773,"Bang, Bang, You're Dead (2002)",Drama,Guy Ferland,1h 33min
7781,Twister (1990),Comedy,Michael Almereyda,1h 33min
7782,Sniper (1993),Action|Drama,Luis Llosa,1h 38min
7786,Genghis Blues (1999),Documentary,Roko Belic,1h 28min
7789,"11'09""01 - September 11 (2002)",Drama,Youssef Chahine,2h 14min
7792,"Parallax View, The (1974)",Thriller,Alan J. Pakula,1h 42min
7802,"Warriors, The (1979)",Action|Adventure|Crime|Thriller,Walter Hill,1h 32min
7810,Babylon 5: A Call to Arms (1999),Adventure|Sci-Fi,Michael Vejar,1h 34min
7811,Babylon 5: The River of Souls (1998),Drama|Sci-Fi,Janet Greek,1h 34min
7812,Babylon 5: Thirdspace (1998),Drama|Sci-Fi,Jesús Salvador Treviño,1h 34min
7815,True Stories (1986),Comedy|Musical,David Byrne,1h 29min
7820,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama,Ingmar Bergman,1h 29min
7822,Mogambo (1953),Adventure|Drama|Romance,John Ford,1h 56min
7826,"Secret Life of Walter Mitty, The (1947)",Comedy|Romance|Thriller,Norman Z. McLeod,1h 50min
7831,Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance,W.S. Van Dyke,1h 43min
7832,"Thin Man Goes Home, The (1945)",Comedy|Crime|Mystery,Richard Thorpe,1h 40min
7833,Shadow of the Thin Man (1941),Comedy|Crime|Mystery,W.S. Van Dyke,1h 37min
7834,After the Thin Man (1936),Comedy|Crime|Mystery|Romance,W.S. Van Dyke,1h 52min
7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance,Edward Buzzell,1h 26min
7839,Love Crazy (1941),Comedy,Jack Conway,1h 39min
7840,Gunga Din (1939),Adventure|Comedy|War,George Stevens,1h 57min
7841,Children of Dune (2003),Fantasy|Sci-Fi,Alec Newman,4h 26min
7842,Dune (2000),Drama|Fantasy|Sci-Fi,William Hurt,4h 25min
7843,Lammbock (2001),Comedy,Christian Zübert,1h 33min
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",Action|Comedy,Corey Yuen,1h 40min
7845,Tremors II: Aftershocks (1996),Comedy|Horror|Sci-Fi,S.S. Wilson,1h 40min
7846,Tremors 3: Back to Perfection (2001),Comedy|Horror|Sci-Fi,Brent Maddock,1h 44min
7879,Notorious C.H.O. (2002),Comedy,Lorene Machado,1h 35min
7882,The Plague of the Zombies (1966),Horror,John Gilling,1h 30min
7883,I Walked with a Zombie (1943),Drama|Horror,Jacques Tourneur,1h 9min
7884,Highway 61 (1991),Comedy,Bruce McDonald,1h 42min
7888,How to Succeed in Business Without Really Trying (1967),Comedy|Musical,David Swift,2h 1min
7889,Pat Garrett and Billy the Kid (1973),Western,Sam Peckinpah,2h 2min
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,Ubaldo Ragona,1h 26min
7894,"Duck, You Sucker (1971)",Action|Western,Sergio Leone,2h 37min
7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller,Sam Peckinpah,1h 52min
7896,Ride the High Country (1962),Adventure|Drama|Western,Sam Peckinpah,1h 34min
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,Jimmy Wang Yu,1h 33min
7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi,Terence Fisher,1h 38min
7916,Gidget (1959),Comedy,Paul Wendkos,1h 35min
7920,Desperate Living (1977),Comedy|Crime,John Waters,1h 30min
7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller,Akira Kurosawa,2h 2min
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",Action|Adventure,Akira Kurosawa,2h 19min
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller,Akira Kurosawa,2h 23min
7930,"People Under the Stairs, The (1991)",Horror|Mystery|Thriller,Wes Craven,1h 42min
7932,Dark Days (2000),Documentary,Marc Singer,1h 22min
7934,Zelig (1983),Comedy,Woody Allen,1h 19min
7936,Shame (Skammen) (1968),Drama|War,Ingmar Bergman,1h 43min
7937,"Silence, The (Tystnaden) (1963)",Drama,Ingmar Bergman,1h 36min
7938,Winter Light (Nattvardsgästerna) (1963),Drama,Ingmar Bergman,1h 21min
7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,Ingmar Bergman,1h 30min
7940,The Magician (1958),Drama,Ingmar Bergman,1h 41min
7943,"Killers, The (1946)",Crime|Film-Noir,Robert Siodmak,1h 43min
7944,"Night of the Iguana, The (1964)",Drama|Thriller,John Huston,2h 5min
7951,Nightbreed (1990),Fantasy|Horror,Clive Barker,1h 42min
7976,Ken Park (2002),Drama,Larry Clark,1h 33min
7979,Monterey Pop (1968),Documentary|Musical,D.A. Pennebaker,1h 18min
7980,"Bridge Too Far, A (1977)",Action|Drama|War,Richard Attenborough,2h 55min
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,Andrew Lau,1h 41min
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,Jee-woon Kim,1h 54min
7983,Broadway Danny Rose (1984),Comedy,Woody Allen,1h 24min
7984,From Beyond (1986),Horror|Sci-Fi,Stuart Gordon,1h 25min
7986,Robot Jox (1990),Sci-Fi,Stuart Gordon,1h 25min
7987,Dolls (1987),Horror,Stuart Gordon,1h 17min
7988,Space Truckers (1996),Comedy|Sci-Fi,Stuart Gordon,1h 35min
7991,Death Race 2000 (1975),Action|Sci-Fi,Paul Bartel,1h 20min
7993,"Bucket Of Blood, A (1959)",Comedy|Horror,Roger Corman,1h 6min
8008,Brigadoon (1954),Fantasy|Musical|Romance,Vincente Minnelli,1h 48min
8010,"Power of One, The (1992)",Drama,John G. Avildsen,2h 7min
8011,"Weather Underground, The (2002)",Documentary,Sam Green,1h 32min
8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama,Takeshi Kitano,2h 2min
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,Ki-duk Kim,1h 43min
8015,"Phantom Tollbooth, The (1970)",Adventure|Animation|Children|Fantasy,Chuck Jones,1h 30min
8016,"Getaway, The (1972)",Action|Crime|Drama|Thriller,Sam Peckinpah,2h 3min
8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller,Hideo Nakata,1h 41min
8024,"Thing Called Love, The (1993)",Comedy|Drama|Romance,Peter Bogdanovich,1h 56min
8025,The Thief (1997),Drama,Pavel Chukhray,1h 36min
8033,How to Steal a Million (1966),Comedy|Crime|Romance,William Wyler,2h 3min
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Crime|Horror|Thriller,Dario Argento,2h
8042,Mean Streets (1973),Crime|Drama,Martin Scorsese,1h 52min
8043,Jack the Bear (1993),Comedy|Drama,Marshall Herskovitz,1h 39min
8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir,Mervyn LeRoy,1h 32min
8045,Hamburger Hill (1987),Action|Drama|War,John Irvin,1h 50min
8057,Sweet Bird of Youth (1962),Drama,Richard Brooks,2h
8092,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi,Roger Corman,1h 25min
8093,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller,Je-kyu Kang,2h 5min
8094,Bad Day at Black Rock (1955),Drama|Thriller|Western,John Sturges,1h 21min
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),Action|Comedy,Lasse Spang Olsen,1h 31min
8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),Action|Adventure|Thriller|War,Aaron Norris,1h 51min
8119,Crossroads (1986),Drama,Walter Hill,1h 39min
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,Jean-François Pouliot,1h 48min
8125,Sunrise: A Song of Two Humans (1927),Drama|Romance,F.W. Murnau,1h 34min
8126,Shock Corridor (1963),Drama,Samuel Fuller,1h 41min
8128,Au revoir les enfants (1987),Drama,Louis Malle,1h 44min
8131,Pursuit of Happiness (2001),Comedy|Romance,John Putch,1h 33min
8132,Gladiator (1992),Action|Drama,Rowdy Herrington,1h 41min
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi,Jack Pollexfen,1h 12min
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi,Roger Corman,1h 3min
8138,Attack of the Giant Leeches (1959),Horror|Sci-Fi,Bernard L. Kowalski,1h 2min
8142,Dead or Alive: Hanzaisha (1999),Action|Crime,Takashi Miike,1h 45min
8143,Lola Montès (1955),Drama,Max Ophüls,1h 56min
8147,Charly (1968),Drama|Sci-Fi,Ralph Nelson,1h 43min
8153,Lust for Life (1956),Drama,Vincente Minnelli,2h 2min
8154,"Dolce Vita, La (1960)",Drama,Federico Fellini,2h 54min
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller,Hiroyuki Okiura,1h 42min
8158,Rush (1991),Crime|Drama,Lili Fini Zanuck,2h
8167,Captain Blood (1935),Action|Adventure|Romance,Michael Curtiz,1h 59min
8169,*batteries not included (1987),Children|Comedy|Fantasy|Sci-Fi,Matthew Robbins,1h 46min
8183,Educating Rita (1983),Comedy|Drama,Lewis Gilbert,1h 50min
8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama,Kenji Mizoguchi,2h 4min
8189,Zazie dans le métro (1960),Comedy,Louis Malle,1h 33min
8190,"Americanization of Emily, The (1964)",Comedy|Drama|War,Arthur Hiller,1h 55min
8191,Anne of the Thousand Days (1969),Drama,Charles Jarrott,2h 25min
8195,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance,Michelangelo Antonioni,2h 24min
8196,Beyond the Valley of the Dolls (1970),Comedy|Horror,Russ Meyer,1h 49min
8197,Hiroshima Mon Amour (1959),Drama|Romance|War,Alain Resnais,1h 30min
8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller,Kenji Mizoguchi,1h 36min
8207,"Day of the Jackal, The (1973)",Crime|Thriller,Fred Zinnemann,2h 23min
8225,Night of the Living Dead (1990),Horror,Tom Savini,1h 32min
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",Mystery,Roy Del Ruth,1h 20min
8232,I Love You Again (1940),Comedy|Drama,W.S. Van Dyke,1h 39min
8235,Safety Last! (1923),Action|Comedy|Romance,Fred C. Newmeyer,1h 14min
8236,While the City Sleeps (1956),Drama|Film-Noir,Fritz Lang,1h 40min
8238,Little Murders (1971),Comedy|Crime,Alan Arkin,1h 48min
8239,Viridiana (1961),Comedy|Drama,Luis Buñuel,1h 30min
8241,Masterminds (1997),Action|Comedy|Thriller,Roger Christian,1h 46min
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery,Hayao Miyazaki,1h 40min
8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance,Emir Kusturica,2h 22min
8261,3 Women (Three Women) (1977),Drama,Robert Altman,2h 4min
8264,Grey Gardens (1975),Documentary,Ellen Hovde,1h 35min
8266,Purple Rain (1984),Drama|Musical,Albert Magnoli,1h 51min
8268,Point of No Return (1993),Action|Thriller,John Badham,1h 49min
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance,Patrice Leconte,1h 22min
8275,College (1927),Comedy,James W. Horne,1h 6min
8290,Mitchell (1975),Action|Crime,Andrew V. McLaglen,1h 37min
8293,Used People (1992),Comedy|Drama,Beeban Kidron,1h 55min
8302,"Front Page, The (1931)",Comedy|Drama|Romance,Lewis Milestone,1h 41min
8327,Dolls (2002),Drama|Romance,Takeshi Kitano,1h 54min
8331,"Man Who Came to Dinner, The (1942)",Comedy,William Keighley,1h 52min
8335,Make Way for Tomorrow (1937),Drama,Leo McCarey,1h 31min
8336,"Major and the Minor, The (1942)",Comedy|Romance,Billy Wilder,1h 40min
8337,"Caine Mutiny, The (1954)",Drama|War,Edward Dmytryk,2h 4min
8338,Black Narcissus (1947),Drama,Michael Powell,1h 41min
8340,Escape from Alcatraz (1979),Drama|Thriller,Don Siegel,1h 52min
8341,Oliver Twist (1948),Adventure|Crime|Drama,David Lean,1h 56min
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,Andrew Adamson,1h 33min
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,Roland Emmerich,2h 4min
8362,Raising Helen (2004),Comedy|Drama|Romance,Garry Marshall,1h 59min
8363,Soul Plane (2004),Comedy,Jessy Terrero,1h 26min
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,Mario Van Peebles,1h 49min
8366,Saved! (2004),Comedy|Drama,Brian Dannelly,1h 32min
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,Alfonso Cuarón,2h 22min
8369,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,Renny Harlin,1h 46min
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,Takeshi Kitano,1h 56min
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,David Twohy,1h 59min
8372,Garfield: The Movie (2004),Animation|Children|Comedy,Peter Hewitt,1h 20min
8373,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,Frank Oz,1h 33min
8375,"Hunting of the President, The (2004)",Documentary,Nickolas Perry,1h 30min
8376,Napoleon Dynamite (2004),Comedy,Jared Hess,1h 36min
